date,M0009942,M0001629,M0150193,M0062858,M0043821,M0061518,M0000545,G0008368,G0003882,M0067855,M0009808,S2707403,M1001654,G0000891,M0009870,S0000236,S0114186,S0114187,S0047907,S0047914,S0047919,S0047926,S0047925,S0047927,S0047934,S0047905,M0001022,S5116010,M5464271,M0000272,M0061614,M0024072,S0073285,S5914515,S0178726,M0001427,M5405212,M0012303,M0020188,M0020209,M0020251,M0020194,M0020215,M0020257,M0020193,M0020214,M0020256,M0020191,M0020212,M0020254,M0000604,M0012939,M0012948,M0012949,M0010157,M0010160,M0041652,M0041653,M0041654,M0041655,M0041656,M0041657,M0041658,M0041659,M0041660,M0017146,M0017147,M0017148,M0017149,M0017150,M0017151,M0041372,M0041374,M0041378,M0041371,M0041373,M0041377,M0000185,M0058007,M0066316,M5523040,M5438206,M0012288,M0012988,M0041739,M0041743,M5207472,M0011453,M5781505,M0011456,M5207480,M0011454,M5207487,M5207488,M0062945,M0062946,M0062947,M0062948,G0000894,G0000895,G0000897,y
2012/3/14,,,,,,,,,,6.3323,,,3.5499,2.29,,,,,,,,,,,,,,,,,,,,124.22,,,,,2391.23,2605.106,10094.891,-2.629088,-2.833455,-3.187343,-64.565,-75.967,-332.352,179.786029,108.42654,123.093326,,,,,,,2.3218,3.0039,3.0678,3.6017,4.0296,4.2931,,4.8,4.8,2.9611,3.0712,3.4992,2.9673,3.1177,3.8902,,,,,,,6.3328,6.3136,6.3389,,,,,6660.9434,2.48,,,,,,,,,0.09857,0.11107,0.16179,0.30214,0.1467,0.1877,0.24175,3.0039
2012/3/15,,,,,,,,,,6.33,,,3.5616,2.29,,,,,,,,,,,,,,,,,,,,125.21,,,,,2373.774,2585.546,10086.556,-0.730001,-0.750833,-0.082567,-17.456,-19.56,-8.335,120.025499,72.56596,82.997249,,,,,,,2.3549,2.8841,2.9841,3.6086,4.1707,4.2406,,,4.7896,2.9512,3.0382,3.44,2.948,3.0698,3.845,,,,,,,6.3359,6.3186,6.3439,,,,,6273.281,2.4821,,,,,,,,,0.09821,0.11,0.16143,0.30214,0.1485,0.1882,0.24175,2.8841
2012/3/16,,,,,,,,,,6.3227,,,3.5534,2.31,,,,,,,,,,,,,,,,,-570,,,124.93,,,,,2404.736,2623.52,10279.302,1.304336,1.468703,1.91092,30.962,37.974,192.746,103.675622,58.091259,71.500176,,,,,,,2.3829,2.901,3.0046,3.6345,3.9413,3.9851,,,4.8162,2.9363,3.0015,3.3662,2.9366,3.0301,3.7711,,,,,,,6.32,6.3161,6.3414,,,,,5981.8844,2.5034,,,,,,,,,0.09786,0.11,0.16143,0.30214,0.1485,0.1882,0.24175,2.901
2012/3/19,,,,,,,,,,6.3233,,,3.5634,2.39,,,,,,,,,,,,,,,,,,,,124.78,,,,,2410.184,2630.013,10296.165,0.226553,0.247492,0.164048,5.448,6.493,16.863,102.15349,57.646625,69.929509,,,,,,,2.4033,2.8913,3.5616,3.7138,4.0068,4.388,4.5083,,4.779,2.9198,2.9706,3.2855,2.9188,2.9918,3.6506,,,,,,,6.3082,6.3041,6.3294,,,,,6774.3959,2.5739,,,,,,,,,0.09786,0.11,0.16143,0.30214,0.149,0.1882,0.24175,2.8913
2012/3/20,,,,,,,,,,6.3241,,,3.5764,2.38,,,,,,,,,,,,,,,,,,,,124.79,,,,,2376.839,2584.445,10116.391,-1.383504,-1.732615,-1.746029,-33.345,-45.568,-179.774,97.903935,58.114065,67.661299,,,,,,,2.5046,3.0122,3.7125,3.8371,4.0619,4.4642,4.3,,,2.9299,2.9485,3.21,2.9365,2.9656,3.5264,,,,,,,6.3029,6.3021,6.3274,,,,,6498.3131,2.671,,,,,,,,,0.09714,0.10929,0.16143,0.30214,0.1515,0.1897,0.24175,3.0122
2012/3/21,,,,,,,,,,6.3229,,,3.5688,2.31,,,,,,,,,,,,,,,,,,,,,,,,,2378.195,2587.793,10090.436,0.057051,0.129544,-0.256564,1.356,3.348,-25.955,95.686538,58.002544,64.361748,,,,,,,2.5551,3.0848,3.7642,3.916,4.4187,4.4101,,,4.7,2.9392,2.9475,3.1562,2.9382,2.9527,3.4145,,,,,,,6.3092,6.3061,6.3314,,,,,5820.6919,2.7379,,,,,,,,,0.0975,0.10857,0.16143,0.30214,0.1525,0.1902,0.24175,3.0848
2012/3/22,,,,,,,,,,6.2997,,,3.5618,2.29,,,,,,,,,,,,,,,,,,,,124.64,,,,,2375.772,2583.747,10038.954,-0.101884,-0.156349,-0.510206,-2.423,-4.046,-51.482,79.34888,44.926777,53.629842,,,,,,,2.7067,3.1765,3.7667,3.9948,4.5182,4.4592,,,4.8,2.9652,2.9597,3.1173,2.9545,2.9512,3.3135,,,,,,,6.3004,6.3083,6.3336,,,,,4517.133,2.8397,,,,,,,,,0.09786,0.10929,0.16143,0.3025,0.1535,0.1902,0.24175,3.1765
2012/3/23,,,,,,,,,,6.3078,,,3.5414,2.25,,,,,,,,,,,,,,,,,-190,,,124.44,,,,,2349.539,2552.94,9885.25,-1.104188,-1.192338,-1.531076,-26.233,-30.807,-153.704,76.862139,43.329256,52.203875,,,,,,,2.7216,2.9686,3.7845,4.291,4.0734,4.3508,,,4.8,3.0284,2.9934,3.0851,3.013,2.9748,3.1967,,,,,,,6.2891,6.2846,6.3098,,,,,5097.4052,2.8427,,,,,,,,,0.09714,0.10786,0.16143,0.30214,0.153,0.1902,0.24125,2.9686
2012/3/26,,,,,,,,,,6.314,,,3.5427,2.26,,,,,,,,,,,,,,,,,,,,124.81,,,,,2350.599,2555.442,9946.136,0.045115,0.098005,0.615928,1.06,2.502,60.886,55.427733,31.816211,42.039642,,,,,,,2.6876,3.2994,4,4.1044,4.3774,4.2,,,4.81,3.0325,2.9899,3.0502,3.0267,2.9728,3.121,,,,,,,6.2858,6.2901,6.3153,,,,,5353.8109,2.892,,,,,,,,,0.09786,0.11,0.16143,0.30214,0.153,0.1912,0.24125,3.2994
2012/3/27,,,,,,,,,,6.3072,,,3.5509,2.2,,,,,,,,,,,,,,,,,,,,123.2,,,,,2347.179,2547.143,9841.383,-0.145495,-0.324758,-1.053203,-3.42,-8.299,-104.753,60.881116,35.944604,45.541597,,,,,,,2.5518,3.307,3.961,4.2413,4.6265,4.3194,,4.7,4.8008,3.1179,3.0467,3.0668,3.1083,3.0224,3.1028,,,,,,,6.284,6.2991,6.3244,,,,,5599.2582,2.7653,,,,,,,,,0.09821,0.11,0.16071,0.30143,0.153,0.1912,0.24125,3.307
2012/3/28,,,,,,,,,,6.3051,,,3.5272,2.21,,,,,,,,,,,,,,,,,,,,124.21,,,,,2284.881,2474.9,9531.149,-2.654165,-2.836237,-3.152341,-62.298,-72.243,-310.234,83.645283,50.00579,60.785828,,,,,,,2.6382,3.5321,3.956,4.2414,4.5436,4.1222,,4.6713,4.85,3.1791,3.0882,3.0827,3.1671,3.0527,3.0852,,,,,,,6.2912,6.2911,6.3163,,,,,5940.0843,2.8771,,,,,,,,,0.09821,0.11,0.16071,0.30143,0.153,0.1915,0.24125,3.5321
2012/3/29,,,,,,,,,,6.306,,,3.5144,2.18,,,,,,,,,,,,,,,,,,,,123.61,,,,,2252.16,2443.122,9418.225,-1.432066,-1.284011,-1.184789,-32.721,-31.778,-112.924,74.248084,46.131304,53.092683,,,,,,,2.6048,3.5124,3.9671,4.2406,4.1231,4.1244,,,4.8753,3.2795,3.1603,3.1243,3.2573,3.1059,3.0879,,,,,,,6.2932,6.2921,6.3174,,,,,6424.6832,2.8881,,,,,,,,,0.09857,0.11,0.16,0.30143,0.153,0.1912,0.24125,3.5124
2012/3/30,,,,,,,,,,6.298,,,3.5027,2.23,,,,,,,,,,,,,,,,,190,,,123.47,,,,,2262.788,2454.899,9410.262,0.471903,0.482047,-0.084549,10.628,11.777,-7.963,62.024147,37.027086,43.297261,,,,,,,2.6835,3.7118,4.0271,4.3153,4.2603,4.173,,,4.8,3.351,3.2286,3.163,3.3245,3.1687,3.0994,,,,,,,6.2943,6.2911,6.3163,,,,,6450.9406,3.0401,,,,,,,,,0.09857,0.11,0.16071,0.30143,0.1525,0.1912,0.24125,3.7118
2012/3/31,29500,572474.82,100323.21,16468.07,18.5,20.5,11.9,99.77402,11400.3,,,-0.4,,,117.57,,46167,4954,15.58,4.05,1.32,1.76,1.69,5.48,5.01,118.67,3.5,125.34,112.60152,47865.3977,,,2.5,,,15650.2,,100,,,,,,,,,,,,,3259.72,,,,1186173,1109836,2.6773,3.4545,3.9371,4.0131,4.1961,4.26,,,,3.4944,3.3195,3.2193,3.4732,3.2499,3.1209,,,,,,,,,,,21.66,108,6796.31,5144.4253,2.8075,40,64.9,,79.6,45.8,83.2,83.8,66.8,,,,,,,,3.4545
2012/4/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6432,3.4498,3.5154,3.9,4.2487,5.1159,,,4.85,3.5135,3.3638,3.2455,3.5046,3.3064,3.136,,,,,,,,,,,,,,4135.5022,2.8004,,,,,,,,,,,,,,,,3.4498
2012/4/2,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09786,0.11,0.16071,0.30143,0.15,0.1902,0.24125,
2012/4/3,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09786,0.11,0.16071,0.30214,0.151,0.1902,0.24125,
2012/4/4,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,0.1902,0.24125,
2012/4/5,,,,,,,,,,6.3153,,,3.5233,2.19,,,,,,,,,,,,,,,,,,,,123.47,,,,,2302.241,2512.832,9709.026,1.743557,2.359893,3.174874,39.453,57.933,298.764,80.101456,54.331687,51.077594,,,,,,,3.029,3.9886,4.0579,4.0752,4.2065,4.6333,,5.2,,3.5272,3.3957,3.2684,3.5325,3.3498,3.1513,,,,,,,6.3035,6.2816,6.3068,,,,,6937.0634,3.2337,,,,,,,,,0.09857,0.11,0.16071,0.30214,0.151,0.1902,0.24125,3.9886
2012/4/6,,,,,,,,,,6.3063,,,3.5189,2.07,,,,,,,,,,,,,,,,,250,,,123.58,,,,,2306.553,2519.83,9786.186,0.187296,0.278491,0.794724,4.312,6.998,77.16,72.136521,42.368576,49.884393,,,,,,,3.2532,4.2296,4.3069,4.119,4.0192,4.2775,4.93,,,3.6377,3.5019,3.3474,3.6227,3.44,3.1956,,,,,,,6.3072,6.3011,6.3264,,,,,6357.9346,3.475,,,,,,,,,,,,,,,,4.2296
2012/4/9,,,,,,,,,,6.3085,,,3.5353,2.06,,,,,,,,,,,,,,,,,,,,123.9,,,,,2285.777,2495.146,9710.909,-0.900738,-0.97959,-0.769217,-20.776,-24.684,-75.277,59.760639,35.370986,44.525836,,,,,,,2.9375,3.7516,3.993,4.0027,4.0924,4.204,4.66,,,3.7999,3.6295,3.4476,3.7663,3.5454,3.2601,,,,,,,6.3021,6.2915,6.3167,,,,,6019.1684,3.1091,,,,,,,,,,,,,,,,3.7516
2012/4/10,,,,,,,,,,,,,3.5405,2.01,,,,,,,,,,,,,,,,,,,,123.24,,,,,2305.863,2519.788,9795.968,0.878738,0.987598,0.875912,20.086,24.642,85.059,67.345526,41.335905,53.412608,,,,,,,3.0028,3.7021,3.7818,3.9578,3.9862,4.0502,,,,3.8009,3.6845,3.4872,3.7742,3.6237,3.2982,,,,,,,6.3048,6.2941,6.3194,,,,,5401.3861,3.1018,,,,,,,,,0.09929,0.11,0.16,0.3025,0.151,0.1892,0.24025,3.7021
2012/4/11,,,,,,,,,,6.3081,,,3.5302,2.05,,,,,,,,,,,,,,,,,,,,123.66,,,,,2308.925,2520.036,9802.321,0.132792,0.009842,0.064853,3.062,0.248,6.353,75.13007,42.51031,55.527475,,,,,,,3.0072,3.7809,3.7992,3.9553,4.0282,4.0305,,,,3.8274,3.7087,3.5211,3.8237,3.6641,3.3433,,,,,,,6.3018,6.2961,6.3214,,,,,5419.2545,3.1253,,,,,,,,,0.09929,0.11,0.16,0.3025,0.151,0.1892,0.24025,3.7809
2012/4/12,,,,,,,,,,6.3073,,,3.5459,2.08,,,,,,,,,,,,,,,,,,,,122.63,,,,,2350.864,2570.436,10007.652,1.816386,1.999971,2.094718,41.939,50.4,205.331,97.687895,56.488409,71.376089,,,,,,,3.0522,3.7969,3.8757,3.9697,4.0514,4.074,5,,,3.8713,3.7417,3.5569,3.8904,3.7114,3.382,,,,,,,6.2984,6.2941,6.3194,,,,,6547.406,3.1779,,,,,,,,,0.09929,0.11,0.16,0.3025,0.15,0.1892,0.24025,3.7969
2012/4/13,,,,,,,,,,6.303,,,3.5389,2.02,,,,,,,,,,,,,,,,,1120,,,122.92,,,,,2359.161,2580.454,10043.715,0.352934,0.389739,0.360354,8.297,10.018,36.063,98.774414,53.092643,77.214209,,,,,,,3.5024,3.8044,3.8579,4.0365,3.9965,3.9828,4.4634,,,3.8367,3.7616,3.5914,3.8526,3.7377,3.4218,,,,,,,6.2879,6.2931,6.3184,,,,,6212.1517,3.57,,,,,,,,,0.09929,0.11,0.16,0.3025,0.15,0.1887,0.23975,3.8044
2012/4/16,,,,,,,,,,6.315,,,3.5345,2,,,,,,,,,,,,,,,,,,,,122.8,,,,,2357.026,2574.044,10000.309,-0.090498,-0.248406,-0.432171,-2.135,-6.41,-43.406,85.322682,40.8397,66.405271,,,,,,,3.2933,3.8061,3.8677,4.0109,4.1746,4.2,4.4985,,,3.7717,3.7819,3.6254,3.7675,3.7669,3.4678,,,,,,,6.296,6.2911,6.3163,,,,,5793.1267,3.3974,,,,,,,,,0.09857,0.11,0.16,0.3025,0.15,0.1887,0.23975,3.8061
2012/4/17,,,,,,,,,,6.3015,,,3.5364,2.03,,,,,,,,,,,,,,,,,,,,122.32,,,,,2334.985,2541.883,9839.915,-0.935119,-1.249435,-1.60389,-22.041,-32.161,-160.394,84.688445,37.815467,65.303045,,,,,,,3.0101,3.7622,3.8667,3.9528,3.991,4.1365,4.4747,,,3.783,3.7895,3.6563,3.7785,3.7764,3.5131,,,,,,,6.2896,6.2971,6.3224,,,,,5584.4206,3.149,,,,,,,,,0.09929,0.11,0.16,0.30286,0.15,0.1887,0.23975,3.7622
2012/4/18,,,,,,,,,,6.3028,,,3.5499,2,,,,,,,,,,,,,,,,,,,,121.47,,,,,2380.848,2599.908,10069.533,1.964167,2.282757,2.333536,45.863,58.025,229.618,108.612544,58.688408,73.087613,,,,,,,3.0013,3.7591,3.7964,3.9194,3.9318,3.9884,4.2,,4.7,3.7899,3.8041,3.68,3.7906,3.8071,3.5568,,,,,,,6.2948,6.2861,6.3113,,,,,5779.7509,3.0941,,,,,,,,,0.09929,0.11,0.16,0.30321,0.148,0.1887,0.23975,3.7591
2012/4/19,,,,,,,,,,6.3039,,,3.5474,1.98,,,,,,,,,,,,,,,,,,,,121.49,,,,,2378.634,2596.056,10015.406,-0.092992,-0.148159,-0.537532,-2.214,-3.852,-54.127,94.272421,46.448109,63.318754,,,,,,,3.2081,3.8087,3.9189,3.9423,3.9826,3.9954,4.3,,,3.7837,3.817,3.699,3.7863,3.8383,3.5941,,,,,,,6.3004,6.2891,6.3143,,,,,6308.5244,3.3177,,,,,,,,,0.09857,0.11,0.16,0.3025,0.149,0.1887,0.23975,3.8087
2012/4/20,,,,,,,,,,6.3085,,,3.5411,1.99,,,,,,,,,,,,,,,,,520,,,121.06,,,,,2406.863,2626.839,10131.035,1.186774,1.18576,1.154511,28.229,30.783,115.629,115.522062,61.446379,69.968967,,,,,,,3.404,3.9465,3.9581,4.0447,4.1138,4.0567,4.25,,4.65,3.7877,3.8063,3.7205,3.7883,3.8205,3.6303,,,,,,,6.3042,6.2881,6.3133,,,,,6267.9045,3.4696,,,,,,,,,0.09857,0.11,0.16,0.3025,0.148,0.1907,0.23975,3.9465
2012/4/23,,,,,,,,,,6.3088,,,3.5467,1.96,,,,,,,,,,,,,,,,,,,,121.14,,,,,2388.588,2606.038,10076.051,-0.759287,-0.791864,-0.542728,-18.275,-20.801,-54.984,122.907558,58.664938,78.395441,,,,,,,3.3377,3.7874,3.9921,4.2263,4.0796,4.1238,4.2357,,,3.8237,3.8039,3.7532,3.8166,3.7921,3.6687,,,,,,,6.297,6.2931,6.3184,,,,,6990.7139,3.4135,,,,,,,,,0.09786,0.11,0.16,0.30214,0.147,0.1907,0.23875,3.7874
2012/4/24,,,,,,,,,,6.3073,,,3.5382,2,,,,,,,,,,,,,,,,,,,,121.15,,,,,2388.834,2604.866,10041.887,0.010299,-0.044972,-0.339061,0.246,-1.172,-34.164,133.722354,71.139558,82.020098,,,,,,,3.2245,3.7356,3.9535,4.2083,4.1327,4.2,4.2571,4.25,,3.8176,3.8044,3.7696,3.813,3.7958,3.7097,,,,,,,6.3003,6.2931,6.3184,,,,,6264.0099,3.3361,,,,,,,,,0.09857,0.11,0.16,0.3025,0.145,0.1906,0.23875,3.7356
2012/4/25,,,,,,,,,,6.3041,,,3.5387,2.01,,,,,,,,,,,,,,,,,,,,121.18,,,,,2406.813,2625.99,10162.006,0.752627,0.810944,1.19618,17.979,21.124,120.119,130.972867,62.468053,81.250743,,,,,,,3.4719,3.9271,4.0006,4.1636,4.0001,3.98,4.25,,4.4375,3.8055,3.7997,3.7735,3.8074,3.799,3.7315,,,,,,,6.2923,6.2926,6.3179,,,,,5521.5074,3.5465,,,,,,,,,0.09929,0.11,0.16,0.3025,0.144,0.1906,0.23875,3.9271
2012/4/26,,,,,,,,,,6.306,,,3.5418,1.98,,,,,,,,,,,,,,,,,,,,,,,,,2404.697,2631.487,10201.654,-0.087917,0.209331,0.390159,-2.116,5.497,39.648,115.529587,58.965667,74.983134,,,,,,,3.4438,3.9913,4.0495,4.1558,4.0177,4.1,4.2737,,4.4,3.8426,3.8204,3.7976,3.8417,3.814,3.7627,,,,,,,6.2829,6.2896,6.3148,,,,,5268.6586,3.5549,,,,,,,,,0.09929,0.11,0.16,0.3025,0.146,0.1906,0.23875,3.9913
2012/4/27,,,,,,,,,,6.3102,,,3.5401,1.96,,,,,,,,,,,,,,,,,640,,,120.09,,,,,2396.316,2626.157,10180.393,-0.348526,-0.202547,-0.208407,-8.381,-5.33,-21.261,91.22835,48.233586,57.887131,,,,,,,3.2909,3.883,4.0668,4.001,4.1497,4.0218,4.2556,,4.5,3.8832,3.847,3.8222,3.8778,3.8331,3.7854,,,,,,,6.2787,6.2926,6.3179,,,,,5344.6932,3.4583,,,,,,,,,0.09786,0.11,0.16,0.30304,0.146,0.1906,0.23875,3.883
2012/4/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8035,3.7772,3.9239,3.9768,4.0729,4.1057,,,,3.8739,3.8547,3.8336,3.8651,3.8409,3.8039,,,,,,,,,,,,,,4128.3506,2.8772,,,,,,,,,,,,,,,,3.7772
2012/4/30,-4656,579292.11,100511.87,16275.78,18.5,20.5,9.3,99.74187,11428.8,,,-0.9,,1.95,84.01,,46306,4954,14.82,4,1.62,2.02,1.74,5.07,4.97,120.42,3.1,119.54,113.53082,75591.6004,,,-13.7,,,15603.1,,103,,,,,,,,,,,,,3077.02,,,,1182752,1104960,,,,,,,,,,,,,,,,,,,,,,,,,,21.58,,,,,,,,,,,,,0.09929,0.11,0.16,0.30321,0.147,0.1906,0.23875,
2012/5/1,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147,0.1906,0.23875,
2012/5/2,,,,,,,,,,6.307,,,3.5403,1.96,,,,,,,,,,,,,,,,,,,,118.77,,,,,2438.436,2683.487,10424.942,1.757698,2.183038,2.402157,42.12,57.33,244.549,128.006006,80.148654,72.169772,,,,,,,2.8481,3.8069,3.9267,3.9299,4.0651,4.1,4.5,,,3.8656,3.8474,3.8307,3.8652,3.8391,3.8077,,,,,,,6.267,6.2931,6.3184,,,,,5977.1475,2.9911,,,,,,,,,0.09857,0.11,0.16,0.30321,0.147,0.1886,0.23875,3.8069
2012/5/3,,,,,,,,,,6.305,,,3.5431,1.96,,,,,,,,,,,,,,,,,,,,118.68,,,,,2440.08,2691.518,10468.375,0.06742,0.299275,0.416626,1.644,8.031,43.433,102.248493,59.36109,65.529252,,,,,,,2.9643,3.8473,3.8474,3.9637,3.9247,4.0961,4.2,,4.45,3.8707,3.8462,3.8344,3.8798,3.8436,3.8253,650,,,3.53,,,6.2697,6.2939,6.3191,,,,,5397.5064,3.109,,,,,,,,,0.13929,0.14571,0.16857,0.30321,0.147,0.1896,0.23875,3.8473
2012/5/4,,,,,,,,,,6.3062,,,3.5382,1.91,,,,,,,,,,,,,,,,,1170,,,118.83,,,,,2452.014,2715.879,10573.597,0.489082,0.905103,1.005142,11.934,24.361,105.222,102.204871,63.218086,70.045194,,,,,,,2.9652,3.8412,3.8148,4.2151,3.9228,3.9347,4.2,,4.45,3.8567,3.8514,3.8422,3.8635,3.8526,3.8455,,,,,,,6.2721,6.2929,6.3181,,,,,5317.9042,3.0873,,,,,,,,,0.145,0.14929,0.17071,0.30357,0.147,0.1896,0.23875,3.8412
2012/5/7,,,,,,,,,,6.3079,,,3.5341,1.92,,,,,,,,,,,,,,,,,,,,118.67,,,,,2451.947,2717.778,10612.893,-0.002732,0.069922,0.371643,-0.067,1.899,39.296,108.830107,68.547314,69.800575,,,,,,,2.9687,3.7551,3.88,3.9,3.7309,4.018,4.1286,,,3.8334,3.8521,3.8396,3.8337,3.8558,3.8381,,,,,,,6.2858,6.2928,6.318,,,,,6069.5364,3.0515,,,,,,,,,0.145,0.14857,0.17,0.30214,,,,3.7551
2012/5/8,,,,,,,,,,6.308,,,3.5351,1.88,,,,,,,,,,,,,,,,,,,,118.23,,,,,2448.884,2709.116,10524.68,-0.124921,-0.318716,-0.831187,-3.063,-8.662,-88.213,104.855537,63.11084,67.61992,,,,,,,2.4816,3.7014,3.8036,3.8164,3.7471,3.9905,,,,3.8082,3.8329,3.8248,3.809,3.8371,3.8146,,,,,,,6.2804,6.2954,6.3206,,,,,5306.803,2.6126,,,,,,,,,0.12071,0.14857,0.17,0.30214,0.147,0.1896,0.23875,3.7014
2012/5/9,,,,,,,,,,6.3097,,,3.5251,1.87,,,,,,,,,,,,,,,,,,,,118.12,,,,,2408.587,2657.514,10294.577,-1.645525,-1.904754,-2.186318,-40.297,-51.602,-230.103,97.902212,58.400283,65.822187,,,,,,,2.4005,3.3314,3.7166,3.82,3.6014,3.8123,,,,3.7867,3.8166,3.8136,3.7929,3.829,3.8124,,,,,,,6.2865,6.2952,6.3204,,,,,5616.0491,2.5346,,,,,,,,,0.11857,0.14786,0.17,0.3025,0.147,0.1886,0.23875,3.3314
2012/5/10,,,,,,,,,,6.314,,,3.5176,1.89,,,,,,,,,,,,,,,,,,,,117.25,,,,,2410.23,2657.214,10277.617,0.068214,-0.011289,-0.164747,1.643,-0.3,-16.96,81.698471,46.962576,53.477396,,,,,,,2.3731,3.2327,3.4746,3.6,3.5726,4.0226,3.9244,,4.2517,3.6726,3.7479,3.7641,3.6972,3.7885,3.7937,240,,,3.3,,,6.2941,6.2969,6.3221,,,,,5663.8444,2.4939,,,,,,,,,0.11714,0.14786,0.17,0.3025,0.148,0.1896,0.23875,3.2327
2012/5/11,,,,,,,,,,6.3106,,,3.4863,1.84,,,,,,,,,,,,,,,,,410,,,116.46,,,,,2394.983,2636.917,10211.406,-0.632595,-0.763845,-0.644225,-15.247,-20.297,-66.211,74.863995,41.006143,56.42409,,,,,,,2.2858,3.1902,3.4053,3.8113,3.5573,3.8814,,,,3.5401,3.6603,3.7074,3.574,3.7188,3.7664,,,,,,,6.2952,6.3014,6.3266,,,,,5618.1259,2.404,,,,,,,,,0.11786,0.14786,0.17,0.3025,0.149,0.1896,0.23875,3.1902
2012/5/14,,,,,,,,,,6.3215,,,3.4635,1.78,,,,,,,,,,,,,,,,,,,,116.12,,,,,2380.725,2615.534,10093.377,-0.595328,-0.810909,-1.155855,-14.258,-21.383,-118.029,90.526339,52.082484,61.990678,,,,,,,1.9274,3.1156,3.3347,3.4242,3.5027,3.8678,3.98,,4.8,3.4113,3.5713,3.6511,3.4439,3.6388,3.7359,,,,,,,6.304,6.2974,6.3226,,,,,6569.6557,2.033,,,,,,,,,0.1,0.13214,0.15429,0.3025,0.15,0.1901,0.23875,3.1156
2012/5/15,,,,,,,,,,6.3182,,,3.4105,1.76,,,,,,,,,,,,,,,,,,,,115.54,,,,,2374.843,2617.374,10131.81,-0.247068,0.070349,0.380774,-5.882,1.84,38.433,77.922916,45.767271,57.912364,,,,,,,1.8747,2.8349,2.8594,,3.5163,3.9,3.85,4,,3.2894,3.4858,3.592,3.3157,3.5623,3.7016,,,,,,,6.311,6.3054,6.3306,,,,,6737.6177,1.9502,,,,,,,,,0.09929,0.13036,0.15143,0.30286,0.1515,0.1901,0.23875,2.8349
2012/5/16,,,,,,,,,,6.3271,,,3.3753,1.76,,,,,,,,,,,,,,,,,,,,114.54,,,,,2346.192,2574.647,9916.466,-1.206438,-1.632438,-2.125425,-28.651,-42.727,-215.344,76.733829,43.280274,52.285924,,,,,,,1.8315,2.7901,2.866,3.1995,3.3253,3.9887,3.9,,,3.1183,3.3712,3.5083,3.1412,3.4671,3.6531,,,,,,,6.3205,6.3064,6.3316,,,,,7241.9917,1.9411,,,,,,,,,0.09857,0.13,0.15071,0.30286,0.1555,0.1911,0.23975,2.7901
2012/5/17,,,,,,,,,,6.3252,,,3.4089,1.7,,,,,,,,,,,,,,,,,,,,114.14,,,,,2378.886,2613.942,10079.478,1.393492,1.526229,1.643852,32.694,39.295,163.012,86.87003,43.728389,55.691789,,,,,,,1.8179,2.6851,2.8292,2.9934,3.1409,3.7996,3.9704,,,3.0069,3.2591,3.4277,3.0326,3.3649,3.6042,,,,,,,6.3233,6.3074,6.3326,,,,,7617.1688,1.9197,,,,,,,,,0.09857,0.13,0.15071,0.30286,0.1545,0.1911,0.23975,2.6851
2012/5/18,,,,,,,,,,6.3284,,,3.3919,1.71,,,,,,,,,,,,,,,,,-640,,,114.21,,,,,2344.52,2573.976,9903.094,-1.444626,-1.528955,-1.749932,-34.366,-39.966,-176.384,89.689419,43.422124,56.28277,,,,,,,1.8295,2.6918,2.8278,2.9646,3.0836,3.6366,,,4.71,2.896,3.1401,3.3436,2.9232,3.2486,3.5506,,,,,,,6.3209,6.3091,6.3343,,,,,6649.0835,1.9389,,,,,,,,,0.09857,0.13,0.15,0.30214,0.155,0.1911,0.23975,2.6918
2012/5/21,,,,,,,,,,6.3279,,,3.4166,1.75,,,,,,,,,,,,,,,,,,,,114.33,,,,,2348.3,2587.231,9977.563,0.161227,0.514962,0.751977,3.78,13.255,74.469,74.840341,38.60209,49.439846,,,,,,,1.8203,2.6733,2.7996,2.8704,3.0012,3.5381,,,,2.8037,3.0338,3.267,2.8236,3.1338,3.4948,,,,,,,6.3116,6.3148,6.3402,,,,,6560.5428,1.921,,,,,,,,,0.09857,0.13,0.15,0.30286,0.1555,0.1916,0.23975,2.6733
